edge_type_id target_query source_query dynamics_params delay model_template
324 node_type_id=='471767045' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
325 node_type_id=='485574832' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
326 node_type_id=='485835055' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
327 node_type_id=='485880739' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
328 node_type_id=='486052980' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
329 node_type_id=='486110216' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
330 node_type_id=='487664663' pop_name=='i6Sst' GABA_InhToExc.json 1.5 exp2syn
331 node_type_id=='471129934' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
332 node_type_id=='471143169' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
333 node_type_id=='471758398' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
334 node_type_id=='471767045' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
335 node_type_id=='485574832' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
336 node_type_id=='485835055' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
337 node_type_id=='485880739' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
338 node_type_id=='486052980' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
339 node_type_id=='486110216' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
340 node_type_id=='487664663' pop_name=='i5Sst' GABA_InhToExc.json 1.5 exp2syn
341 node_type_id=='471129934' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
342 node_type_id=='471143169' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
343 node_type_id=='471758398' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
344 node_type_id=='471767045' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
345 node_type_id=='485574832' pop_name=='LIFe5Rbp4' AMPA_ExcToExc.json 1.5 exp2syn
