edge_type_id target_query source_query model_template dynamics_params delay
323 node_type_id=='471758398' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
324 node_type_id=='471767045' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
325 node_type_id=='485574832' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
326 node_type_id=='485835055' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
327 node_type_id=='485880739' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
328 node_type_id=='486052980' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
329 node_type_id=='486110216' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
330 node_type_id=='487664663' pop_name=='i6Sst' exp2syn GABA_InhToExc.json 1.5
331 node_type_id=='471129934' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
332 node_type_id=='471143169' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
333 node_type_id=='471758398' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
334 node_type_id=='471767045' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
335 node_type_id=='485574832' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
336 node_type_id=='485835055' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
337 node_type_id=='485880739' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
338 node_type_id=='486052980' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
339 node_type_id=='486110216' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
340 node_type_id=='487664663' pop_name=='i5Sst' exp2syn GABA_InhToExc.json 1.5
341 node_type_id=='471129934' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
342 node_type_id=='471143169' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
343 node_type_id=='471758398' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
344 node_type_id=='471767045' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
345 node_type_id=='485574832' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
346 node_type_id=='485835055' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
347 node_type_id=='485880739' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
348 node_type_id=='486052980' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
349 node_type_id=='486110216' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
350 node_type_id=='487664663' pop_name=='LIFe5Rbp4' exp2syn AMPA_ExcToExc.json 1.5
351 node_type_id=='471129934' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
352 node_type_id=='471143169' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
353 node_type_id=='471758398' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
354 node_type_id=='471767045' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
355 node_type_id=='485574832' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
356 node_type_id=='485835055' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
357 node_type_id=='485880739' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
358 node_type_id=='486052980' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
359 node_type_id=='486110216' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
360 node_type_id=='487664663' pop_name=='LIFe23Cux2' exp2syn AMPA_ExcToExc.json 1.8
361 node_type_id=='471129934' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
362 node_type_id=='471143169' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
363 node_type_id=='471767045' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
364 node_type_id=='485574832' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
365 node_type_id=='485835055' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
366 node_type_id=='485880739' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
367 node_type_id=='486052980' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
368 node_type_id=='486110216' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
369 node_type_id=='487664663' pop_name=='LIFi6Pvalb' exp2syn GABA_InhToExc.json 0.9
370 node_type_id=='471129934' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
371 node_type_id=='471143169' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
372 node_type_id=='471758398' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
373 node_type_id=='471767045' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
374 node_type_id=='485574832' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
375 node_type_id=='485835055' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
376 node_type_id=='485880739' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
377 node_type_id=='486052980' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
378 node_type_id=='486110216' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
379 node_type_id=='487664663' pop_name=='LIFe4Scnn1a' exp2syn AMPA_ExcToExc.json 1.5
380 node_type_id=='471129934' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
381 node_type_id=='471767045' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
382 node_type_id=='485574832' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
383 node_type_id=='485835055' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
384 node_type_id=='485880739' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
385 node_type_id=='486052980' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
386 node_type_id=='486110216' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
387 node_type_id=='487664663' pop_name=='LIFi23Pvalb' exp2syn GABA_InhToExc.json 0.9
388 node_type_id=='471129934' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
389 node_type_id=='471143169' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
390 node_type_id=='471758398' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
391 node_type_id=='471767045' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
392 node_type_id=='485574832' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
393 node_type_id=='485835055' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
394 node_type_id=='485880739' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
395 node_type_id=='486052980' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
396 node_type_id=='486110216' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
397 node_type_id=='487664663' pop_name=='LIFe4other' exp2syn AMPA_ExcToExc.json 1.5
398 node_type_id=='471129934' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
399 node_type_id=='471143169' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
400 node_type_id=='471758398' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
401 node_type_id=='471767045' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
402 node_type_id=='485574832' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
403 node_type_id=='485835055' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
404 node_type_id=='485880739' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
405 node_type_id=='486052980' pop_name=='LIFi5Pvalb' exp2syn GABA_InhToExc.json 0.9
